feature,importance
Size_MB,0.01894786359362642
Primary_Genre_Entertainment,0.01894786359362642
Primary_Genre_Medical,0.01894786359362642
Primary_Genre_Maps & Navigation,0.01894786359362642
Primary_Genre_Lifestyle,0.01894786359362642
Primary_Genre_Libraries & Demo,0.01894786359362642
Primary_Genre_House & Home,0.01894786359362642
Primary_Genre_Health & Fitness,0.01894786359362642
Primary_Genre_Food & Drink,0.01894786359362642
Primary_Genre_Finance,0.01894786359362642
Primary_Genre_Events,0.01894786359362642
Primary_Genre_Educational,0.01894786359362642
Primary_Genre_News & Magazines,0.01894786359362642
Primary_Genre_Education,0.01894786359362642
Primary_Genre_Dating,0.01894786359362642
Primary_Genre_Communication,0.01894786359362642
Primary_Genre_Comics,0.01894786359362642
Primary_Genre_Casual,0.01894786359362642
Primary_Genre_Casino,0.01894786359362642
Primary_Genre_Card,0.01894786359362642
Primary_Genre_Business,0.01894786359362642
Primary_Genre_Books & Reference,0.01894786359362642
Primary_Genre_Music,0.01894786359362642
Primary_Genre_Parenting,0.01894786359362642
Primary_Genre_Beauty,0.01894786359362642
Primary_Genre_Tools,0.01894786359362642
Content_Rating_Teen,0.01894786359362642
Content_Rating_Mature 17+,0.01894786359362642
Content_Rating_Everyone 10+,0.01894786359362642
Content_Rating_Everyone,0.01894786359362642
Primary_Genre_Word,0.01894786359362642
Primary_Genre_Weather,0.01894786359362642
Primary_Genre_Video Players & Editors,0.01894786359362642
Primary_Genre_Trivia,0.01894786359362642
Primary_Genre_Travel & Local,0.01894786359362642
Primary_Genre_Strategy,0.01894786359362642
Primary_Genre_Personalization,0.01894786359362642
Primary_Genre_Sports,0.01894786359362642
Primary_Genre_Social,0.01894786359362642
Primary_Genre_Simulation,0.01894786359362642
Primary_Genre_Shopping,0.01894786359362642
Primary_Genre_Role Playing,0.01894786359362642
Primary_Genre_Racing,0.01894786359362642
Primary_Genre_Puzzle,0.01894786359362642
Primary_Genre_Productivity,0.01894786359362642
Primary_Genre_Photography,0.01894786359362642
Primary_Genre_Board,0.01894786359362642
Primary_Genre_Auto & Vehicles,0.01894786359362642
Is_Free,0.01894786359362642
Category_AUTO_AND_VEHICLES,0.01894786359362642
Category_EVENTS,0.01894786359362642
Category_ENTERTAINMENT,0.01894786359362642
Category_EDUCATION,0.01894786359362642
Category_DATING,0.01894786359362642
Category_COMMUNICATION,0.01894786359362642
Category_COMICS,0.01894786359362642
Category_BUSINESS,0.01894786359362642
Category_BOOKS_AND_REFERENCE,0.01894786359362642
Category_BEAUTY,0.01894786359362642
Positive_Ratio,0.01894786359362642
Category_FINANCE,0.01894786359362642
Subjectivity_Std,0.01894786359362642
Avg_Subjectivity,0.01894786359362642
Review_Count,0.01894786359362642
Sentiment_Std,0.01894786359362642
Avg_Sentiment,0.01894786359362642
Has_Reviews,0.01894786359362642
Has_Rating,0.01894786359362642
Reviews,0.01894786359362642
Price_USD,0.01894786359362642
Category_FAMILY,0.01894786359362642
Category_FOOD_AND_DRINK,0.01894786359362642
Primary_Genre_Art & Design,0.01894786359362642
Category_PRODUCTIVITY,0.01894786359362642
Primary_Genre_Arcade,0.01894786359362642
Primary_Genre_Adventure,0.01894786359362642
Category_WEATHER,0.01894786359362642
Category_VIDEO_PLAYERS,0.01894786359362642
Category_TRAVEL_AND_LOCAL,0.01894786359362642
Category_TOOLS,0.01894786359362642
Category_SPORTS,0.01894786359362642
Category_SOCIAL,0.01894786359362642
Category_SHOPPING,0.01894786359362642
Category_PHOTOGRAPHY,0.01894786359362642
Category_GAME,0.01894786359362642
Category_PERSONALIZATION,0.01894786359362642
Category_PARENTING,0.01894786359362642
Category_NEWS_AND_MAGAZINES,0.01894786359362642
Category_MEDICAL,0.01894786359362642
Category_MAPS_AND_NAVIGATION,0.01894786359362642
Category_LIFESTYLE,0.01894786359362642
Category_LIBRARIES_AND_DEMO,0.01894786359362642
Category_HOUSE_AND_HOME,0.01894786359362642
Category_HEALTH_AND_FITNESS,0.01894786359362642
Content_Rating_Unrated,0.01894786359362642
